horse_number,gate_draw_number,horse_name,sire,dam,last_5_runs,age,colour,sex,owner,trainer,jockey,weight_declared,weight_allowance,shoe_type,equipments,previous_rating,current_rating,race_number,race_name,race_condition,race_distance,race_time,race_stakes,medical_history
1,2,ANALYSIS,Phoenix Tiger,Double Or Quits,4-2-3-2-2.,5y,dkb,m,Mr Srinivas Pangam &  Mr Rakesh Reddy Kondakalla,Robin R Kondakalla,G Naresh,60,,S,RB-SCP,33,34,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
2,1,CYPRESS,Gusto(GB),Clear Cut,7-3-5-2-3.,4y,b,g,Mr Rama Seshu Eyunni & Mr Suchit Jayraj Shah,D Netto,Kuldeep Singh,59.5,,A,TS-BLK,34,33,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
3,7,DARING SPIRIT,Gusto(GB),Outrageous,9-8-10-3-2.,4y,b,g,"M/s Arun Alagappan Racing LLP, Mr Chandrakant Kankaria & Mr Bhaskar Shyamraju",A Imran Khan,Suraj Narredu,58.5,,A,TS,30,31,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
4,3,MYSORE PHARAOH,Muhaarar(GB),Fahrenheit(IRE),2-4-3-12-5.,4y,b,g,Col. Kuldeep Singh Garcha,Laxman Singh,Ajay Kumar,58.5,,A,TS-XNB,35,31,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
5,6,DIVINE FAITH,Planetaire(GB),Temple Dancer,4-2-4-5-2.,4y,b,f,Mr C Aryama Sundaram,R H Sequeira,B R Kumar,58,,A,TS-BLK-XNB,29,30,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
6,4,BOLD INDIAN,David Livingston(IRE),Bold And Classy,2-7-8-2-2.,5y,b,g,Mr A K Jaiswal & Mr Syed Shah Faisal Hassan,S S F Hassan,Md Ismail,56,,S,TS-BLK,25,26,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
7,8,GOLDEN AURA,Desert God,Admire Aura,11-8-5-6-2.,4y,ch,g,"Mr Ashok Kumar Gupta, Mr Vishal Gupta & Mr Meka Nitish Reddy",M Srinivas Reddy,Abhay Singh,56,,A,TS-XNB,25,26,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
8,5,MIDNIGHT BEAUTY,Planetaire(GB),Pujarin,12.,6y,b,m,Mr Md Kashif Khan,M F Ali Khan,Surya Prakash,54,,A,,24,22,1,The Shamirpet Trophy Div-2,"Class 4 / A Handicap For Maiden Horses Rated 20 To 45, 4 Year Olds And Upward (Cat-3)",1200 M,01:10 PM,Winner:₹.292500 Second:₹.162500 Third:₹.130000 Fourth:₹.32500 Fifth:₹.19500 Sixth:₹.13000 Total:₹.650000,
