horse,date,swim_count
CROWN DRIVE,17/07/2026,1
CROWN DRIVE,20/07/2026,1
CROWN DRIVE,21/07/2026,1
CROWN DRIVE,22/07/2026,1
CROWN DRIVE,23/07/2026,1
CROWN DRIVE,24/07/2026,1
CROWN DRIVE,25/07/2026,1
TOM CRUISER,16/07/2026,1
TOM CRUISER,17/07/2026,1
TOM CRUISER,20/07/2026,1
TOM CRUISER,24/07/2026,1
