horse,date,swim_count
JOONDALUP,14/07/2026,1
JOONDALUP,15/07/2026,1
JOONDALUP,16/07/2026,1
JOONDALUP,17/07/2026,1
JOONDALUP,20/07/2026,1
JOONDALUP,21/07/2026,1
SMALL DREAMS,14/07/2026,1
SMALL DREAMS,15/07/2026,2
SMALL DREAMS,16/07/2026,2
SMALL DREAMS,17/07/2026,2
SMALL DREAMS,20/07/2026,2
SMALL DREAMS,21/07/2026,2
