horse,date,swim_count
EMPIRE OF DREAMS,18/07/2026,1
EMPIRE OF DREAMS,23/07/2026,1
HASTING SUNRISE,14/07/2026,1
HASTING SUNRISE,20/07/2026,1
HASTING SUNRISE,21/07/2026,1
HASTING SUNRISE,24/07/2026,1
NATURAL QUEEN,14/07/2026,1
NATURAL QUEEN,16/07/2026,1
NATURAL QUEEN,17/07/2026,1
NATURAL QUEEN,20/07/2026,1
NATURAL QUEEN,21/07/2026,1
NATURAL QUEEN,22/07/2026,1
NATURAL QUEEN,23/07/2026,1
SNEHA LATHA,14/07/2026,1
SNEHA LATHA,16/07/2026,1
SNEHA LATHA,23/07/2026,1
